difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	item_list	aspect_list	predicate_list	context_list	non-serious	navigational	spelling	rude	not question	dataset	capri_tag	pos	tokens
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best ways to overcome stage fright?	ways		the best	to overcome stage fright	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NN', 'NN', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'overcome', 'stage', 'fright', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best ways to propose to your crush?	ways		the best	to propose to your crush	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'PRP$', 'NN', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'propose', 'to', 'your', 'crush', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best ways to reduce and eliminate belly, abdominal, and thigh fat?	ways	0	the best	to reduce and eliminate belly, abdominal, and thigh fat	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'CC', 'VB', 'NN', ',', 'JJ', ',', 'CC', 'NN', 'NN', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'reduce', 'and', 'eliminate', 'belly', ',', 'abdominal', ',', 'and', 'thigh', 'fat', '?']
										1.0	1	What are the best ways to reduce belly fat without going to gym?	ways		the best	to reduce belly fat without going to gym						q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NN', 'JJ', 'IN', 'VBG', 'TO', 'VB', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'reduce', 'belly', 'fat', 'without', 'going', 'to', 'gym', '?']
											1	What are the best ways to skin a rabbit?	ways to skin a rabbit		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'DT', 'NN', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'skin', 'a', 'rabbit', '?']
										1.0	1	What are the best ways to speak English fluently?	ways	speak english fluently	the best							q	['0', '0', 'CP', 'CP', 'CI', '0', 'CA', 'CA', 'CA', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NNP', 'RB', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'speak', 'English', 'fluently', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best ways to think of ideas for a startup?	ways	0	the best	to think of ideas for a startup	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'NNS', 'IN', 'DT', 'NN', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'think', 'of', 'ideas', 'for', 'a', 'startup', '?']
										1.0	1	What are the best ways to use windows?	ways to use windows		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NNS', '.']	['What', 'are', 'the', 'best', 'ways', 'to', 'use', 'windows', '?']
										1.0	1	What are the best weapons to use against zombies?	weapons		the best	to use against zombies						q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'NNS', '.']	['What', 'are', 'the', 'best', 'weapons', 'to', 'use', 'against', 'zombies', '?']
										1.0	1	What are the best website builders for 2013?	website builders		the best	for 2013						q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'CD', '.']	['What', 'are', 'the', 'best', 'website', 'builders', 'for', '2013', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best websites for architecture students?	websites	0	the best	for architecture students	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'NNS', '.']	['What', 'are', 'the', 'best', 'websites', 'for', 'architecture', 'students', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best websites for bank exams preparation?	websites		the best	for bank exams preparation	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'NNS', 'NN', '.']	['What', 'are', 'the', 'best', 'websites', 'for', 'bank', 'exams', 'preparation', '?']
										1.0	1	What are the best websites for learning programming languages?	websites	for learning programming languages	the best							q	['0', '0', 'CP', 'CP', 'CI', 'CA', 'CA', 'CA', 'CA', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'NN', 'NNS', '.']	['What', 'are', 'the', 'best', 'websites', 'for', 'learning', 'programming', 'languages', '?']
										1.0	1	What are the best websites in online jobs?	websites in online jobs		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'JJ', 'NNS', '.']	['What', 'are', 'the', 'best', 'websites', 'in', 'online', 'jobs', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best WhatsApp statuses in Kannada?	whatsapp statuses		the best	in kannada	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', '0', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNP', 'NNS', 'IN', 'NNP', '.']	['What', 'are', 'the', 'best', 'WhatsApp', 'statuses', 'in', 'Kannada', '?']
										1.0	1	What are the best Woody Allen films?	woody allen films		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'JJS', 'JJ', 'NNP', 'NNS', '.']	['What', 'are', 'the', 'best', 'Woody', 'Allen', 'films', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best YA fairy tale retellings?	ya fairy tale retellings		the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNP', 'NN', 'NN', 'NNS', '.']	['What', 'are', 'the', 'best', 'YA', 'fairy', 'tale', 'retellings', '?']
											1	What are the best yoga pants for showing off camel toe?	yoga pants		the best	for showing off camel toe					0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'VBG', 'RP', 'NN', 'NN', '.']	['What', 'are', 'the', 'best', 'yoga', 'pants', 'for', 'showing', 'off', 'camel', 'toe', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	What are the best you tube channel for undergraduate of Mathematics?	you tube channel undergraduate of mathematics	0	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0', 'CI', 'CI', '0', '0']	['WP', 'VBP', 'DT', 'JJS', 'PRP', 'NN', 'NN', 'IN', 'NN', 'IN', 'NNP', '.']	['What', 'are', 'the', 'best', 'you', 'tube', 'channel', 'for', 'undergraduate', 'of', 'Mathematics', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the best YouTube channels for news?	youtube channels		the best	for news	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', '0']	['WP', 'VBP', 'DT', 'JJS', 'NNP', 'NNS', 'IN', 'NN', '.']	['What', 'are', 'the', 'best', 'YouTube', 'channels', 'for', 'news', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What are the novels with the best twists?	the novels	twists	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CI', 'CI', '0', 'CP', 'CP', 'CA', '0']	['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'JJS', 'NNS', '.']	['What', 'are', 'the', 'novels', 'with', 'the', 'best', 'twists', '?']
										1.0	1	What country has the best healthcare system in the world?	country	healthcare system	the best	in the world						q	['0', 'CI', '0', 'CP', 'CP', 'CA', 'CA', 'CC', 'CC', 'CC', '0']	['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'DT', 'NN', '.']	['What', 'country', 'has', 'the', 'best', 'healthcare', 'system', 'in', 'the', 'world', '?']
											1	What day in your life did you consider to be the best day ever?	day in your life		the best	you; ever					0.0	q	['0', 'CI', 'CI', 'CI', 'CC', 'CI', '0', '0', '0', '0', '0', 'CP', 'CP', '0', 'CC', '0']	['WP', 'NN', 'IN', 'PRP$', 'NN', 'VBD', 'PRP', 'VB', 'TO', 'VB', 'DT', 'JJS', 'NN', 'RB', '.']	['What', 'day', 'in', 'your', 'life', 'did', 'you', 'consider', 'to', 'be', 'the', 'best', 'day', 'ever', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What do you think is the best solution for the Kashmir issue?	solution	0	the best	for the kashmir issue	0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', '0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBP', 'PRP', 'VB', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']	['What', 'do', 'you', 'think', 'is', 'the', 'best', 'solution', 'for', 'the', 'Kashmir', 'issue', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What has been the best movie of 2016?	movie	0	the best	of 2016	0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', '0']	['WP', 'VBZ', 'VBN', 'DT', 'JJS', 'NN', 'IN', 'CD', '.']	['What', 'has', 'been', 'the', 'best', 'movie', 'of', '2016', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1	What is best playstations for gaming?	playstations	0	the best	0	0.0	0.0	0.0	0.0	0.0	q	['0', '0', '0', 'CI', '0', '0', '0']	['WP', 'VBZ', 'JJS', 'NNS', 'IN', 'NN', '.']	['What', 'is', 'best', 'playstations', 'for', 'gaming', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best -- Core i5 4440 or Core i5 3470?	core i5 4440; core i5 3470	0	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', '0', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', '0', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', ':', 'NN', 'NNP', 'CD', 'CC', 'NN', 'NNP', 'CD', '.']	['What', 'is', 'the', 'best', '--', 'Core', 'i5', '4440', 'or', 'Core', 'i5', '3470', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best Agatha Christie book in your opinion?	agatha christie book	0	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0', '0', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NNP', 'NNP', 'NN', 'IN', 'PRP$', 'NN', '.']	['What', 'is', 'the', 'best', 'Agatha', 'Christie', 'book', 'in', 'your', 'opinion', '?']
										1.0	1	What is the best age to teach a child how to swim?	age to teach a child how to swim		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'NN', 'WRB', 'TO', 'VB', '.']	['What', 'is', 'the', 'best', 'age', 'to', 'teach', 'a', 'child', 'how', 'to', 'swim', '?']
											1	What is the best airline to fly from India to USA?	airline	to fly from india to usa	the best							q	['0', '0', 'CP', 'CP', 'CI', 'CA', 'CA', 'CA', 'CA', 'CA', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'airline', 'to', 'fly', 'from', 'India', 'to', 'USA', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best alternative (free or not) to Dropbox?	alternative (free or not); dropbox	0	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'JJ', '-LRB-', 'JJ', 'CC', 'RB', '-RRB-', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'alternative', '(', 'free', 'or', 'not', ')', 'to', 'Dropbox', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best Android tablet in 2015?	android tablet		the best	in 2015	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NNP', 'NN', 'IN', 'CD', '.']	['What', 'is', 'the', 'best', 'Android', 'tablet', 'in', '2015', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best animation software?	animation software	0	the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', '.']	['What', 'is', 'the', 'best', 'animation', 'software', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	"What is the best answer according to you when a recruiter asks ""why are you leaving your current company""?"	answer		the best	"when a recruiter asks ""why are you leaving your current company"""	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', '0', '0', '0', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'VBG', 'IN', 'PRP', 'WRB', 'DT', 'NN', 'VBZ', '``', 'WRB', 'VBP', 'PRP', 'VBG', 'PRP$', 'JJ', 'NN', ""''"", '.']"	"['What', 'is', 'the', 'best', 'answer', 'according', 'to', 'you', 'when', 'a', 'recruiter', 'asks', '""', 'why', 'are', 'you', 'leaving', 'your', 'current', 'company', '""', '?']"
										1.0	1	What is the best answer for tell me about yourself in an interview?	answer		the best	tell me about yourself in an interview						q	['0', '0', 'CP', 'CP', 'CI', '0', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'VB', 'PRP', 'IN', 'PRP', 'IN', 'DT', 'NN', '.']	['What', 'is', 'the', 'best', 'answer', 'for', 'tell', 'me', 'about', 'yourself', 'in', 'an', 'interview', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best answer when we are asked by interviewers why should we hire you?	answer	0	the best	when we are asked by interviewers why should we hire you	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'WRB', 'PRP', 'VBP', 'VBN', 'IN', 'NNS', 'WRB', 'MD', 'PRP', 'VB', 'PRP', '.']	['What', 'is', 'the', 'best', 'answer', 'when', 'we', 'are', 'asked', 'by', 'interviewers', 'why', 'should', 'we', 'hire', 'you', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best answer you have ever given to any question?	answer		the best	you have ever given to any question	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'RB', 'VBN', 'IN', 'DT', 'NN', '.']	['What', 'is', 'the', 'best', 'answer', 'you', 'have', 'ever', 'given', 'to', 'any', 'question', '?']
										1.0	1	What is the best approach to responding to unsolicited job inquiries?	approach to responding to unsolicited job inquiries		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'VBG', 'IN', 'JJ', 'NN', 'NNS', '.']	['What', 'is', 'the', 'best', 'approach', 'to', 'responding', 'to', 'unsolicited', 'job', 'inquiries', '?']
										1.0	1	What is the best backup software for Windows 10?	backup software for windows 10		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'IN', 'NNP', 'CD', '.']	['What', 'is', 'the', 'best', 'backup', 'software', 'for', 'Windows', '10', '?']
											1	What is the best bartending school in Toronto? What are the requirements to attend this school?	bartending school in toronto		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'NNP', '.', 'WP', 'VBP', 'DT', 'NNS', 'TO', 'VB', 'DT', 'NN', '.']	['What', 'is', 'the', 'best', 'bartending', 'school', 'in', 'Toronto', '?', 'What', 'are', 'the', 'requirements', 'to', 'attend', 'this', 'school', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best beach in Goa?	beach		the best	in goa	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'beach', 'in', 'Goa', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best beading software out there?	beading software		the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', '0', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'RB', 'RB', '.']	['What', 'is', 'the', 'best', 'beading', 'software', 'out', 'there', '?']
											1	What is the best beginner friendly book on python?	book on python		the best						0.0	q	['0', '0', 'CP', 'CP', '0', '0', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'JJ', 'NN', 'IN', 'NN', '.']	['What', 'is', 'the', 'best', 'beginner', 'friendly', 'book', 'on', 'python', '?']
										1.0	1	What is the best beginners online course for programming?	beginners online course for programming		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NNS', 'RB', 'RB', 'IN', 'NN', '.']	['What', 'is', 'the', 'best', 'beginners', 'online', 'course', 'for', 'programming', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best book by Sadhguru Jaggi Vasudev?	book by sadhguru jaggi vasudev		the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.']	['What', 'is', 'the', 'best', 'book', 'by', 'Sadhguru', 'Jaggi', 'Vasudev', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best book C. S. Lewis ever wrote?	book c. s. lewis ever wrote		the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NNP', 'NNP', 'NNP', 'RB', 'VBD', '.']	['What', 'is', 'the', 'best', 'book', 'C.', 'S.', 'Lewis', 'ever', 'wrote', '?']
										1.0	1	What is the best book or textbook on product management?	book or textbook		the best	on product management						q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'NN', 'IN', 'NN', 'NN', '.']	['What', 'is', 'the', 'best', 'book', 'or', 'textbook', 'on', 'product', 'management', '?']
											1	What is the best book to learn about human behaviour?	book		the best	to learn about human behaviour						q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN', '.']	['What', 'is', 'the', 'best', 'book', 'to', 'learn', 'about', 'human', 'behaviour', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best book to learn data structures using Java?	book		the best	to learn data structures using java	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', 'NNS', 'VBG', 'NNP', '.']	['What', 'is', 'the', 'best', 'book', 'to', 'learn', 'data', 'structures', 'using', 'Java', '?']
										1.0	1	What is the best book to learn English?	book to learn english		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NNP', '.']	['What', 'is', 'the', 'best', 'book', 'to', 'learn', 'English', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best book to refer for National Income Accounting for UPSC?	book		the best	to refer for national income accounting for upsc	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'book', 'to', 'refer', 'for', 'National', 'Income', 'Accounting', 'for', 'UPSC', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best book to study for the GRE?	book		the best	to study for the gre	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'IN', 'DT', 'NNP', '.']	['What', 'is', 'the', 'best', 'book', 'to', 'study', 'for', 'the', 'GRE', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best brand and popular  tempered glass company for a smartphone in INDIA?	brand; tempered glass company	0	the best	for a smartphone in india	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', '0', '0', '0', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'CC', 'JJ', '_SP', 'VBN', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'brand', 'and', 'popular', ' ', 'tempered', 'glass', 'company', 'for', 'a', 'smartphone', 'in', 'INDIA', '?']
										1.0	1	What is the best brand of soy sauce to go with fried rice?	brand of soy sauce		the best	to go with fried rice						q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'NN', 'TO', 'VB', 'IN', 'VBN', 'NN', '.']	['What', 'is', 'the', 'best', 'brand', 'of', 'soy', 'sauce', 'to', 'go', 'with', 'fried', 'rice', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best business idea for a student?	business idea for a student		the best		0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'DT', 'NN', '.']	['What', 'is', 'the', 'best', 'business', 'idea', 'for', 'a', 'student', '?']
										1.0	1	What is the best certification course to learn digital marketing?	certification course		the best	to learn digital marketing						q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'TO', 'VB', 'JJ', 'NN', '.']	['What', 'is', 'the', 'best', 'certification', 'course', 'to', 'learn', 'digital', 'marketing', '?']
										1.0	1	What is the best Chinese food dish?	chinese food dish		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'NN', '.']	['What', 'is', 'the', 'best', 'Chinese', 'food', 'dish', '?']
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	What is the best city for holidays in India?	city for holidays		the best	in india	0.0	0.0	0.0	0.0	0.0	q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNS', 'IN', 'NNP', '.']	['What', 'is', 'the', 'best', 'city', 'for', 'holidays', 'in', 'India', '?']
										1.0	1	What is the best Cocteau Twins EP?	cocteau twins ep		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', '0', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NNP', 'NNP', 'NNP', '.']	['What', 'is', 'the', 'best', 'Cocteau', 'Twins', 'EP', '?']
										1.0	1	What is the best code troll you've ever seen?	code troll		the best	you've ever seen						q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'PRP', 'VB', 'RB', 'VBN', '.']	"['What', 'is', 'the', 'best', 'code', 'troll', 'you', ""'ve"", 'ever', 'seen', '?']"
										1.0	1	What is the best comedy TV series?	comedy tv series		the best							q	['0', '0', 'CP', 'CP', 'CI', 'CI', 'CI', '0']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'NN', '.']	['What', 'is', 'the', 'best', 'comedy', 'TV', 'series', '?']
