comp	question	item_list	aspect_list	predicate_list	context_list	not question	dataset	question_NER	tokenized	pos	capri-tag
1	What are some of the most inspirational facts?	facts	inspirational	some of the most			q	What are some of the most inspirational facts?	['What', 'are', 'some', 'of', 'the', 'most', 'inspirational', 'facts', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CA', 'CI', 0]
1	What are some of the most powerful, beautiful, greatest single images in comics - and why?	single images in comics	powerful; beautiful; greatest	some of the most			q	What are some of the most powerful, beautiful, greatest single images in comics - and why?	['What', 'are', 'some', 'of', 'the', 'most', 'powerful', ',', 'beautiful', ',', 'greatest', 'single', 'images', 'in', 'comics', '-', 'and', 'why', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', ',', 'JJ', ',', 'JJS', 'JJ', 'NNS', 'IN', 'NNS', ':', 'CC', 'WRB', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CA', 0, 'CA', 0, 'CA', 'CI', 'CI', 'CI', 'CI', 0, 0, 0, 0]
1	What are some of the most useful apps available on App Store?	apps		some of the most	available on app store	0.0	q	What are some of the most useful apps available on _NAMED_ENTITY_?	['What', 'are', 'some', 'of', 'the', 'most', 'useful', 'apps', 'available', 'on', 'App', 'Store', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'NNS', 'JJ', 'IN', 'NNP', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Who are some of the most influential IITians (students/alumni)?	iitians (students/alumni	influential	some of the most		0.0	q	Who are some of the most influential _NAMED_ENTITY_ (students/alumni)?	['Who', 'are', 'some', 'of', 'the', 'most', 'influential', 'IITians', '(', 'students', '/', 'alumni', ')', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'RBS', 'JJ', 'NNS', '-LRB-', 'NNS', 'SYM', 'NNS', '-RRB-', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CA', 'CI', 'CI', 'CI', 'CI', 'CI', 0, 0]
1	Is a MacBook Pro 2015 still worth buying in 2016?	a macbook pro 2015		still worth buying	in 2016		q	Is a MacBook Pro 2015 still worth buying in _NAMED_ENTITY_?	['Is', 'a', 'MacBook', 'Pro', '2015', 'still', 'worth', 'buying', 'in', '2016', '?']	['VBZ', 'DT', 'NNP', 'NNP', 'CD', 'RB', 'JJ', 'VBG', 'IN', 'CD', '.']	[0, 'CI', 'CI', 'CI', 'CI', 'CP', 'CP', 'CP', 'CC', 'CC', 0]
1	Is a diesel engine stronger than a petrol engine?	a diesel engine; a petrol engine		stronger than			q	Is a diesel engine stronger than a petrol engine?	['Is', 'a', 'diesel', 'engine', 'stronger', 'than', 'a', 'petrol', 'engine', '?']	['VBZ', 'DT', 'NN', 'NN', 'JJR', 'IN', 'DT', 'JJ', 'NN', '.']	[0, 'CI', 'CI', 'CI', 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Which is strongest out of the two, nuclear missiles or rocket-propelled grenades?	nuclear missiles; rocket-propelled grenades		strongest		0.0	q	Which is strongest out of the _NAMED_ENTITY_, nuclear missiles or rocket-propelled grenades?	['Which', 'is', 'strongest', 'out', 'of', 'the', 'two', ',', 'nuclear', 'missiles', 'or', 'rocket', '-', 'propelled', 'grenades', '?']	['WDT', 'VBZ', 'JJS', 'IN', 'IN', 'DT', 'CD', ',', 'JJ', 'NNS', 'CC', 'NN', 'HYPH', 'VBN', 'NNS', '.']	[0, 0, 'CP', 0, 0, 0, 0, 0, 'CI', 'CI', 0, 'CI', 'CI', 'CI', 'CI', 0]
1	Why does Germany's economy strongly outperform other parts of Europe?	germany's economy; other parts of europe	0	strongly outperform	0	0.0	q	Why does _NAMED_ENTITY_'s economy strongly outperform other parts of _NAMED_ENTITY_?	"['Why', 'does', 'Germany', ""'s"", 'economy', 'strongly', 'outperform', 'other', 'parts', 'of', 'Europe', '?']"	['WRB', 'VBZ', 'NNP', 'POS', 'NN', 'RB', 'VBP', 'JJ', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CI', 'CI', 'CI', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 0]
1	Why do you think you are superior to most of the people around you?	you; to most of the people around you		superior			q	Why do you think you are superior to most of the people around you?	['Why', 'do', 'you', 'think', 'you', 'are', 'superior', 'to', 'most', 'of', 'the', 'people', 'around', 'you', '?']	['WRB', 'VBP', 'PRP', 'VB', 'PRP', 'VBP', 'JJ', 'IN', 'JJS', 'IN', 'DT', 'NNS', 'IN', 'PRP', '.']	[0, 0, 'CI', 0, 0, 0, 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	Height: Are Chinese people taller than Japanese people? If so, why might this be the case?	chinese people; japanese people		taller than			q	Height: Are _NAMED_ENTITY_ people taller than _NAMED_ENTITY_ people? If so, why might this be the case?	['Height', ':', 'Are', 'Chinese', 'people', 'taller', 'than', 'Japanese', 'people', '?', 'If', 'so', ',', 'why', 'might', 'this', 'be', 'the', 'case', '?']	['NN', ':', 'VBP', 'JJ', 'NNS', 'JJR', 'IN', 'JJ', 'NNS', '.', 'IN', 'RB', ',', 'WRB', 'MD', 'DT', 'VB', 'DT', 'NN', '.']	[0, 0, 0, 'CI', 'CI', 'CP', 'CP', 'CI', 'CI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1	Why is platinum costlier than gold?	platinum; gold	costlier	than		0.0	q	Why is platinum costlier than gold?	['Why', 'is', 'platinum', 'costlier', 'than', 'gold', '?']	['WRB', 'VBZ', 'NN', 'NN', 'IN', 'NN', '.']	[0, 0, 'CI', 'CA', 'CP', 'CI', 0]
1	What are the best apps that you have come across or used in terms of UI and ease of use on the three mobile platforms?	apps	in terms of ui and ease of use on the three mobile platforms	that you have come across or used		0.0	q	What are the best apps that you have come across or used in terms of _NAMED_ENTITY_ and ease of use on the _NAMED_ENTITY_ mobile platforms?	['What', 'are', 'the', 'best', 'apps', 'that', 'you', 'have', 'come', 'across', 'or', 'used', 'in', 'terms', 'of', 'UI', 'and', 'ease', 'of', 'use', 'on', 'the', 'three', 'mobile', 'platforms', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'WDT', 'PRP', 'VBP', 'VBN', 'RB', 'CC', 'VBN', 'IN', 'NNS', 'IN', 'NNP', 'CC', 'NN', 'IN', 'NN', 'IN', 'DT', 'CD', 'JJ', 'NNS', '.']	[0, 0, 0, 0, 'CI', 'CP', 'CP', 'CP', 'CP', 'CP', 'CP', 'CP', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 'CA', 0]
1	"Which is the ""longest "" word in the English dictionary?"	word		"the ""longest """	in the english dictionary	0.0	q	"Which is the ""longest "" word in the _NAMED_ENTITY_ dictionary?"	"['Which', 'is', 'the', '""', 'longest', '""', 'word', 'in', 'the', 'English', 'dictionary', '?']"	"['WDT', 'VBZ', 'DT', '``', 'JJS', ""''"", 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What is the #1 reason people ask questions on Quora?	reason people ask questions on quora		the #1			q	What is the _NAMED_ENTITY_ reason people ask questions on _NAMED_ENTITY_?	['What', 'is', 'the', '#', '1', 'reason', 'people', 'ask', 'questions', 'on', 'Quora', '?']	['WP', 'VBZ', 'DT', '$', 'CD', 'NN', 'NNS', 'VBP', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	Which are the 10 best Hollywood movies?	hollywood movies		the 10 best			q	Which are the _NAMED_ENTITY_ best _NAMED_ENTITY_ movies?	['Which', 'are', 'the', '10', 'best', 'Hollywood', 'movies', '?']	['WDT', 'VBP', 'DT', 'CD', 'JJS', 'NNP', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CI', 0]
1	What are the 10 greatest horror movies of all time?	horror movies		the 10 greatest	of all time	0.0	q	What are the _NAMED_ENTITY_ greatest horror movies of all time?	['What', 'are', 'the', '10', 'greatest', 'horror', 'movies', 'of', 'all', 'time', '?']	['WP', 'VBP', 'DT', 'CD', 'JJS', 'NN', 'NNS', 'IN', 'DT', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 0]
1	What are the 2 best lines of poetry or Shayari?	lines of poetry or shayari		the 2 best			q	What are the _NAMED_ENTITY_ best lines of poetry or _NAMED_ENTITY_?	['What', 'are', 'the', '2', 'best', 'lines', 'of', 'poetry', 'or', 'Shayari', '?']	['WP', 'VBP', 'DT', 'CD', 'JJS', 'NNS', 'IN', 'NN', 'CC', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	What are the 3 biggest obstacles to world peace?	obstacles	to world peace	the 3 biggest		0.0	q	What are the _NAMED_ENTITY_ biggest obstacles to world peace?	['What', 'are', 'the', '3', 'biggest', 'obstacles', 'to', 'world', 'peace', '?']	['WP', 'VBP', 'DT', 'CD', 'JJS', 'NNS', 'IN', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CA', 'CA', 'CA', 0]
1	What's the absolute easiest way to commit suicide?	way		the absolute easiest	to commit suicide		q	What's the absolute easiest way to commit suicide?	"['What', ""'s"", 'the', 'absolute', 'easiest', 'way', 'to', 'commit', 'suicide', '?']"	['WP', 'VBZ', 'DT', 'JJ', 'JJS', 'NN', 'TO', 'VB', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What is the advantage of sparse autoencoder than the usual autoencoder (the number of nodes in the hidden layer is less than the number of inputs)?	sparse autoencoder; the usual autoencoder		the advantage			q	What is the advantage of sparse autoencoder than the usual autoencoder (the number of nodes in the hidden layer is less than the number of inputs)?	['What', 'is', 'the', 'advantage', 'of', 'sparse', 'autoencoder', 'than', 'the', 'usual', 'autoencoder', '(', 'the', 'number', 'of', 'nodes', 'in', 'the', 'hidden', 'layer', 'is', 'less', 'than', 'the', 'number', 'of', 'inputs', ')', '?']	['WP', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', '-LRB-', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'JJR', 'IN', 'DT', 'NN', 'IN', 'NNS', '-RRB-', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 0, 'CI', 'CI', 'CI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1	What are the advantages of a wireless laptop adapter?	a wireless laptop adapter		the advantages			q	What are the advantages of a wireless laptop adapter?	['What', 'are', 'the', 'advantages', 'of', 'a', 'wireless', 'laptop', 'adapter', '?']	['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 0]
1	What are the advantages of GST for the Indian economy?	gst for the indian economy		the advantages		0.0	q	What are the advantages of GST for the _NAMED_ENTITY_ economy?	['What', 'are', 'the', 'advantages', 'of', 'GST', 'for', 'the', 'Indian', 'economy', '?']	['WP', 'VBP', 'DT', 'NNS', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	What are the advantages of learning os SQL?	learning os sql		the advantages			q	What are the advantages of learning os SQL?	['What', 'are', 'the', 'advantages', 'of', 'learning', 'os', 'SQL', '?']	['WP', 'VBP', 'DT', 'NNS', 'IN', 'VBG', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 0]
1	Which are the advantages of being certified as CQE by ASQ?	being certified as cqe by asq		the advantages		0.0	q	Which are the advantages of being certified as CQE by _NAMED_ENTITY_?	['Which', 'are', 'the', 'advantages', 'of', 'being', 'certified', 'as', 'CQE', 'by', 'ASQ', '?']	['WDT', 'VBP', 'DT', 'NNS', 'IN', 'VBG', 'VBN', 'IN', 'NNP', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	What are the advantages and disadvantages of being a computer programmer?	being a computer programmer		the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of being a computer programmer?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'being', 'a', 'computer', 'programmer', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 0]
1	What are the advantages and disadvantages of Brexit?	brexit	0	the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of _NAMED_ENTITY_?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'Brexit', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 0]
1	What are the advantages and disadvantages of devolution?	of devolution		the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of devolution?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'devolution', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 0]
1	What are the advantages and disadvantages of dynamic programming?	dynamic programming		the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of dynamic programming?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'dynamic', 'programming', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 'CI', 0]
1	What are the advantages and disadvantages of gravity?	gravity		the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of gravity?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'gravity', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 0]
1	What are the advantages and disadvantages of online shopping?	online shopping	0	the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of online shopping?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'online', 'shopping', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 'CI', 0]
1	What are the advantages and disadvantages of the Digital India initiative?	of the digital india initiative		the advantages and disadvantages		0.0	q	What are the advantages and disadvantages of the _NAMED_ENTITY_ initiative?	['What', 'are', 'the', 'advantages', 'and', 'disadvantages', 'of', 'the', 'Digital', 'India', 'initiative', '?']	['WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	What are the advantages of nuclear energy? What are the disadvantages?	nuclear energy	0	the advantages; the disadvantages		0.0	q	What are the advantages of nuclear energy? What are the disadvantages?	['What', 'are', 'the', 'advantages', 'of', 'nuclear', 'energy', '?', 'What', 'are', 'the', 'disadvantages', '?']	['WP', 'VBP', 'DT', 'NNS', 'IN', 'JJ', 'NN', '.', 'WP', 'VBP', 'DT', 'NNS', '.']	[0, 0, 'CP', 'CP', 0, 'CI', 'CI', 0, 0, 0, 'CP', 'CP', 0]
1	What is the basic difference between cv and resume?	cv; resume		the basic difference			q	What is the basic difference between cv and resume?	['What', 'is', 'the', 'basic', 'difference', 'between', 'cv', 'and', 'resume', '?']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'VB', '.']	[0, 0, 'CP', 'CP', 'CP', 0, 'CI', 0, 'CI', 0]
1	What is the basic difference between inductor and coil?	inductor; coil		the basic difference			q	What is the basic difference between inductor and coil?	['What', 'is', 'the', 'basic', 'difference', 'between', 'inductor', 'and', 'coil', '?']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 0, 'CI', 0, 'CI', 0]
1	Which bank issues Kohl's credit card? What are the benefits of Kohl's credit cards?	kohl's credit cards		the benefits			q	Which bank issues _NAMED_ENTITY_'s credit card? What are the benefits of _NAMED_ENTITY_'s credit cards?	"['Which', 'bank', 'issues', 'Kohl', ""'s"", 'credit', 'card', '?', 'What', 'are', 'the', 'benefits', 'of', 'Kohl', ""'s"", 'credit', 'cards', '?']"	['WDT', 'NN', 'VBZ', 'NNP', 'POS', 'NN', 'NN', '.', 'WP', 'VBP', 'DT', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'NNS', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 0]
1	Initial Public Offerings (IPOs): What are the benefits and drawbacks of a publicly held company versus a private one?	a publicly held company; a private one	0	the benefits and drawbacks		0.0	q	_NAMED_ENTITY_ (IPOs): What are the benefits and drawbacks of a publicly held company versus a private one?	['Initial', 'Public', 'Offerings', '(', 'IPOs', ')', ':', 'What', 'are', 'the', 'benefits', 'and', 'drawbacks', 'of', 'a', 'publicly', 'held', 'company', 'versus', 'a', 'private', 'one', '?']	['NNP', 'NNP', 'NNS', '-LRB-', 'NNP', '-RRB-', ':', 'WP', 'VBP', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'RB', 'VBN', 'NN', 'IN', 'DT', 'JJ', 'CD', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 'CP', 'CP', 'CP', 'CP', 0, 'CI', 'CI', 'CI', 'CI', 0, 'CI', 'CI', 'CI', 0]
1	Apart from uninstalling apps, what is the best way to free up memory space on my Android phone?	way		the best	to free up memory space on my android phone		q	Apart from uninstalling apps, what is the best way to free up memory space on my _NAMED_ENTITY_ phone?	['Apart', 'from', 'uninstalling', 'apps', ',', 'what', 'is', 'the', 'best', 'way', 'to', 'free', 'up', 'memory', 'space', 'on', 'my', 'Android', 'phone', '?']	['RB', 'IN', 'JJ', 'NNS', ',', 'WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RP', 'NN', 'NN', 'IN', 'PRP$', 'NNP', 'NN', '.']	[0, 0, 0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Fat Loss: What is the best exercise routine to lose weight for someone with knee problems?	exercise routine		the best	to lose weight for someone with knee problems		q	_NAMED_ENTITY_: What is the best exercise routine to lose weight for someone with knee problems?	['Fat', 'Loss', ':', 'What', 'is', 'the', 'best', 'exercise', 'routine', 'to', 'lose', 'weight', 'for', 'someone', 'with', 'knee', 'problems', '?']	['NNP', 'NNP', ':', 'WP', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'TO', 'VB', 'NN', 'IN', 'NN', 'IN', 'NN', 'NNS', '.']	[0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	From existing diet now days what diet gives the best result to lose weight?	existing diet now days	result to lose weight	the best		0.0	q	From existing diet _NAMED_ENTITY_ what diet gives the best result to lose weight?	['From', 'existing', 'diet', 'now', 'days', 'what', 'diet', 'gives', 'the', 'best', 'result', 'to', 'lose', 'weight', '?']	['IN', 'VBG', 'NN', 'RB', 'NNS', 'WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'NN', '.']	[0, 'CI', 'CI', 'CI', 'CI', 0, 0, 0, 'CP', 'CP', 'CA', 'CA', 'CA', 'CA', 0]
1	How can I find the best study method for me?	study method		the best	for me		q	How can I find the best study method for me?	['How', 'can', 'I', 'find', 'the', 'best', 'study', 'method', 'for', 'me', '?']	['WRB', 'MD', 'PRP', 'VB', 'DT', 'JJS', 'NN', 'NN', 'IN', 'PRP', '.']	[0, 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	How can I kill myself the best way?	way	0	the best	kill myself	0.0	q	How can I kill myself the best way?	['How', 'can', 'I', 'kill', 'myself', 'the', 'best', 'way', '?']	['WRB', 'MD', 'PRP', 'VB', 'PRP', 'DT', 'JJS', 'NN', '.']	[0, 0, 0, 'CC', 'CC', 'CP', 'CP', 'CI', 0]
1	How can I know about the best hotel in Varanasi?	hotel	0	the best	in varanasi	0.0	q	How can I know about the best hotel in _NAMED_ENTITY_?	['How', 'can', 'I', 'know', 'about', 'the', 'best', 'hotel', 'in', 'Varanasi', '?']	['WRB', 'MD', 'PRP', 'VB', 'IN', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	[0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	How do I find the best hotels in Bhopal?	hotels	0	the best	in bhopal	0.0	q	How do I find the best hotels in _NAMED_ENTITY_?	['How', 'do', 'I', 'find', 'the', 'best', 'hotels', 'in', 'Bhopal', '?']	['WRB', 'VBP', 'PRP', 'VB', 'DT', 'JJS', 'NNS', 'IN', 'NNP', '.']	[0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	How do you find out what the best food to give 4 week old German Shepherd puppies?	food	0	the best	to give 4 week old german shepherd puppies	0.0	q	How do you find out what the best food to give _NAMED_ENTITY_ _NAMED_ENTITY_ _NAMED_ENTITY_ puppies?	['How', 'do', 'you', 'find', 'out', 'what', 'the', 'best', 'food', 'to', 'give', '4', 'week', 'old', 'German', 'Shepherd', 'puppies', '?']	['WRB', 'VBP', 'PRP', 'VB', 'RP', 'WP', 'DT', 'JJS', 'NN', 'TO', 'VB', 'CD', 'NN', 'JJ', 'JJ', 'JJ', 'NNS', '.']	[0, 0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	How many types of Linux filesystem are there e.g. ext3, ext4? What is the best one?	linux filesystem	0	the best		0.0	q	How many types of _NAMED_ENTITY_ filesystem are there e.g. ext3, ext4? What is the best one?	['How', 'many', 'types', 'of', 'Linux', 'filesystem', 'are', 'there', 'e.g.', 'ext3', ',', 'ext4', '?', 'What', 'is', 'the', 'best', 'one', '?']	['WRB', 'JJ', 'NNS', 'IN', 'NNP', 'NN', 'VBP', 'EX', 'JJ', 'NN', ',', 'LS', '.', 'WP', 'VBZ', 'DT', 'JJS', 'CD', '.']	[0, 0, 0, 0, 'CI', 'CI', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'CP', 'CP', 0, 0]
1	I have 5+ yrs of experience in mainframes and looking out for job in Dubai. Which are the best IT recruiting consultancies to contact ?	it recruiting consultancies		the best	have 5+ yrs of experience in mainframes and looking out for job in dubai.		q	I have _NAMED_ENTITY_+ yrs of experience in mainframes and looking out for job in _NAMED_ENTITY_. Which are the best IT recruiting consultancies to contact ?	['I', 'have', '5', '+', 'yrs', 'of', 'experience', 'in', 'mainframes', 'and', 'looking', 'out', 'for', 'job', 'in', 'Dubai', '.', 'Which', 'are', 'the', 'best', 'IT', 'recruiting', 'consultancies', 'to', 'contact', '?']	['PRP', 'VBP', 'CD', 'SYM', 'NN', 'IN', 'NN', 'IN', 'NNS', 'CC', 'VBG', 'RP', 'IN', 'NN', 'IN', 'NNP', '.', 'WDT', 'VBP', 'DT', 'JJS', 'NN', 'VBG', 'NNS', 'IN', 'NN', '.']	[0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0, 0, 0]
1	I have a cmposite score of 791.5 & 99.81 percentile in MAT dec 2016, which are the best colleges I should apply for?	colleges		the best	I have a cmposite score of 791.5 & 99.81 percentile in MAT dec 2016		q	I have a cmposite score of _NAMED_ENTITY_ & 99.81 percentile in _NAMED_ENTITY_ dec _NAMED_ENTITY_, which are the best colleges I should apply for?	['I', 'have', 'a', 'cmposite', 'score', 'of', '791.5', '&', '99.81', 'percentile', 'in', 'MAT', 'dec', '2016', ',', 'which', 'are', 'the', 'best', 'colleges', 'I', 'should', 'apply', 'for', '?']	['PRP', 'VBP', 'DT', 'NN', 'NN', 'IN', 'CD', 'CC', 'CD', 'NN', 'IN', 'NNP', 'VBD', 'CD', ',', 'WDT', 'VBP', 'DT', 'JJS', 'NNS', 'PRP', 'MD', 'VB', 'IN', '.']	['CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 0, 'CP', 'CP', 'CI', 0, 0, 0, 0, 0]
1	I have to invest 1lakh for my little daughter in moderate risk stocks for long term (more than 10yrs). Which stocks are the best?	stocks	0	the best	to invest 1lakh for my little daughter in moderate risk; for long term (more than 10yrs)	0.0	q	I have to invest _NAMED_ENTITY_ for my little daughter in moderate risk stocks for long term (more than 10yrs). Which stocks are the best?	['I', 'have', 'to', 'invest', '1lakh', 'for', 'my', 'little', 'daughter', 'in', 'moderate', 'risk', 'stocks', 'for', 'long', 'term', '(', 'more', 'than', '10yrs', ')', '.', 'Which', 'stocks', 'are', 'the', 'best', '?']	['PRP', 'VBP', 'TO', 'VB', 'CD', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'JJ', 'NN', '-LRB-', 'JJR', 'IN', 'CD', '-RRB-', '.', 'WDT', 'NNS', 'VBP', 'DT', 'JJS', '.']	[0, 0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 0, 0, 'CP', 'CP', 0]
1	I just made a short film. Where are the best places to upload my short film except Youtube?	places	0	the best	to upload my short film except youtube	0.0	q	I just made a short film. Where are the best places to upload my short film except _NAMED_ENTITY_?	['I', 'just', 'made', 'a', 'short', 'film', '.', 'Where', 'are', 'the', 'best', 'places', 'to', 'upload', 'my', 'short', 'film', 'except', 'Youtube', '?']	['PRP', 'RB', 'VBD', 'DT', 'JJ', 'NN', '.', 'WRB', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'NNP', '.']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
